,23,24,25,26,27,28,29
BUSHWICK AV,602.0,568.0,910.0,769.0,949.0,1008.0,892.0
BEACH 67 ST,591.0,469.0,892.0,848.0,881.0,896.0,934.0
WHITLOCK AV,584.0,486.0,1104.0,1133.0,1127.0,1045.0,1120.0
W 8 ST-AQUARIUM,548.0,525.0,751.0,905.0,879.0,904.0,697.0
PARK PLACE,537.0,408.0,2313.0,2318.0,2488.0,2277.0,2092.0
215 ST,487.0,397.0,693.0,643.0,740.0,683.0,664.0
HOWARD BCH JFK,447.0,621.0,723.0,659.0,658.0,622.0,629.0
BEACH 25 ST,425.0,438.0,1117.0,1119.0,1041.0,1093.0,962.0
BEACH 60 ST,409.0,423.0,899.0,852.0,852.0,884.0,867.0
ATLANTIC AV,321.0,229.0,723.0,730.0,770.0,739.0,706.0
BEACH 36 ST,281.0,260.0,563.0,586.0,562.0,624.0,553.0
55 ST,271.0,560.0,1094.0,1115.0,1118.0,1145.0,904.0
104 ST,261.0,235.0,1739.0,1637.0,1616.0,1626.0,1599.0
BEACH 44 ST,199.0,206.0,446.0,400.0,413.0,395.0,394.0
WORLD TRADE CTR,152.0,165.0,12375.0,12870.0,12423.0,12935.0,11840.0
NASSAU AV,39.0,29.0,6275.0,6772.0,6519.0,6398.0,6343.0
39 AV,13.0,13.0,1469.0,1469.0,1451.0,1612.0,1572.0
36 AV,11.0,11.0,3953.0,4126.0,3917.0,4054.0,3911.0
BROADWAY,8.0,0.0,6356.0,6505.0,6305.0,6553.0,6472.0
COURT SQ-23 ST,6.0,1.0,2527.0,2663.0,2674.0,2594.0,2558.0
ASTORIA DITMARS,4.0,2.0,10368.0,10670.0,10505.0,10608.0,10225.0
CYPRESS HILLS,2.0,5.0,654.0,623.0,573.0,646.0,517.0
30 AV,2.0,0.0,9672.0,9799.0,9482.0,9879.0,9266.0
121 ST,1.0,1.0,1031.0,1154.0,1221.0,1320.0,1241.0
75 ST-ELDERTS,1.0,0.0,1474.0,1501.0,1470.0,1462.0,1379.0
AVENUE X,0.0,0.0,1090.0,1122.0,1124.0,1101.0,1025.0
AVENUE P,0.0,0.0,860.0,858.0,816.0,862.0,748.0
85 ST-FOREST PK,0.0,0.0,1269.0,1227.0,1294.0,1252.0,1194.0
WOODHAVEN BLVD,0.0,1.0,1686.0,1733.0,1630.0,1652.0,1647.0
METROPOLITAN AV,0.0,0.0,2330.0,2368.0,2237.0,2429.0,2231.0
GREENPOINT AV,0.0,10.0,5687.0,5775.0,6034.0,6288.0,6165.0
